image_url;A;B;C;doubleAgreement;tripleAgreement
IMG_00968.png;[(592, 203), (687, 78), (823, 305), (904, 710), (672, 595), (92, 595)];[(691, 61), (821, 301), (664, 587)];[(810, 286), (678, 73), (644, 214), (218, 155), (200, 227), (674, 594), (903, 724), (97, 589)];[(686, 72), (819, 298), (904, 717), (671, 593), (95, 592)];[(686, 71), (818, 298), (670, 592)]
IMG_00969.png;[(146, 338)];[(139, 337), (20, 95)];[(312, 282), (926, 342), (761, 280)];[(143, 338)];[]
IMG_00970.png;[(278, 360), (467, 523), (397, 393), (527, 279), (301, 177), (768, 204)];[(405, 378), (476, 523), (768, 202), (289, 345), (428, 606)];[(419, 333), (291, 353), (313, 150), (773, 189), (446, 550)];[(287, 354), (472, 523), (401, 386), (307, 164), (770, 200)];[(286, 353), (770, 199)]
IMG_00971.png;[(908, 251), (922, 678)];[(543, 380), (40, 472), (931, 283), (923, 671)];[(932, 694), (536, 378), (938, 297), (42, 472)];[(927, 682), (540, 379), (41, 472), (935, 290)];[(926, 681)]
IMG_01014.png;[(415, 539), (544, 576), (762, 513)];[(548, 547), (430, 560), (781, 522), (685, 642)];[(814, 519), (775, 529), (593, 345), (553, 553)];[(423, 550), (549, 559), (773, 522)];[(549, 559), (773, 522)]
IMG_01015.png;[(561, 593), (518, 508)];[(528, 507), (561, 585)];[(543, 510)];[(561, 589), (530, 509)];[(530, 509)]
IMG_01018.png;[(309, 108), (169, 373), (207, 294)];[(213, 306), (304, 611), (211, 533), (755, 653)];[(173, 359), (224, 273), (217, 530)];[(171, 366), (213, 292), (214, 532)];[]
IMG_01019.png;[(88, 366), (189, 441), (521, 456), (349, 194), (555, 703), (550, 235), (920, 140)];[(510, 443), (110, 368), (375, 170), (610, 713)];[(499, 449), (374, 162), (108, 367), (647, 740), (823, 339)];[(103, 368), (511, 450), (375, 166)];[(102, 367), (510, 450)]
IMG_01020.png;[(137, 298), (274, 306), (862, 476)];[(854, 482), (145, 307)];[(852, 499), (152, 286), (731, 693)];[(146, 298), (857, 486)];[(145, 297), (856, 486)]
IMG_01021.png;[(114, 394), (322, 318)];[];[(339, 322), (208, 369)];[(331, 320)];[]
IMG_01022.png;[(496, 694), (176, 419)];[];[(113, 528)];[];[]
IMG_01024.png;[(270, 161), (917, 478)];[(909, 478)];[(320, 167), (925, 480)];[(918, 479)];[(917, 479)]
IMG_01025.png;[(601, 165), (155, 404), (192, 205)];[(595, 158), (198, 220), (984, 175), (150, 417)];[(595, 156), (192, 220), (160, 410), (71, 527)];[(598, 160), (155, 411), (195, 215)];[(597, 160), (155, 411), (194, 215)]
IMG_01026.png;[(437, 556), (532, 562), (782, 529), (760, 348), (519, 312)];[(549, 555), (433, 560), (794, 526), (735, 337), (696, 126)];[(781, 333), (528, 310), (794, 525), (563, 557)];[(435, 558), (549, 558), (791, 527), (760, 343), (524, 311)];[(790, 527)]
IMG_01027.png;[(874, 151), (282, 98), (966, 681)];[(528, 500), (438, 721), (271, 112)];[(535, 500), (431, 721), (166, 603), (281, 119)];[(279, 110), (532, 500), (435, 721)];[(278, 110)]
IMG_01028.png;[];[(1008, 537), (909, 446)];[(836, 476)];[];[]
IMG_01067.png;[(676, 262), (53, 605)];[];[(418, 469), (667, 260)];[(672, 261)];[]
IMG_01069.png;[(842, 406), (488, 114), (967, 77)];[(479, 102)];[(481, 101)];[(483, 106)];[(483, 106)]
IMG_01070.png;[(718, 185), (205, 59)];[];[];[];[]
IMG_01071.png;[(252, 222), (671, 128), (954, 40), (718, 495), (621, 472), (659, 620)];[(668, 128), (259, 210), (676, 641)];[(710, 493), (668, 639), (668, 127), (252, 203)];[(255, 212), (670, 128), (714, 494), (668, 634)];[(255, 212), (669, 128), (668, 634)]
IMG_01072.png;[(227, 401), (368, 130), (268, 537), (544, 640)];[(234, 411), (540, 632)];[(548, 636), (237, 427), (120, 698)];[(233, 414), (545, 637)];[(233, 413), (544, 636)]
IMG_01073.png;[(246, 530), (41, 557), (431, 516), (434, 423), (818, 387), (871, 264), (777, 226), (996, 320)];[(424, 438), (815, 391), (436, 497), (241, 526), (35, 547)];[(248, 534), (823, 402), (870, 265), (433, 498)];[(246, 531), (38, 552), (434, 504), (429, 431), (819, 394), (871, 265)];[(245, 530), (434, 504), (819, 394)]
IMG_01076.png;[(129, 290), (106, 187), (274, 109), (754, 417), (416, 474)];[(180, 295), (105, 176), (281, 86), (755, 436), (548, 396), (496, 162)];[(120, 296), (791, 435), (277, 85), (246, 209), (104, 164)];[(125, 293), (106, 176), (278, 94), (755, 427)];[(105, 176), (278, 94)]
IMG_01077.png;[(103, 305), (224, 122), (407, 403), (534, 338), (645, 306), (548, 554), (380, 506)];[(534, 340), (425, 375), (76, 305), (648, 326), (221, 130), (380, 503), (559, 156)];[(93, 306), (433, 386), (523, 348), (700, 488), (647, 316), (555, 162), (360, 526)];[(92, 306), (223, 126), (531, 342), (647, 316), (376, 510), (429, 381), (557, 159)];[(91, 306), (531, 342), (647, 316)]
IMG_01078.png;[(252, 240), (122, 134), (699, 486), (944, 560), (258, 659), (125, 557), (74, 609), (780, 254)];[(703, 476), (113, 560), (265, 235), (936, 547)];[(709, 471), (952, 560), (705, 468), (111, 563), (271, 240)];[(263, 239), (704, 477), (945, 556), (117, 561)];[(263, 239), (704, 478), (703, 477), (944, 556), (117, 560)]
IMG_01079.png;[(59, 275), (84, 184), (177, 91), (494, 446), (741, 463)];[];[(522, 439), (52, 164), (590, 307)];[(508, 443)];[]
IMG_01082.png;[(281, 710), (156, 693), (972, 563)];[(949, 197)];[(168, 699), (926, 198)];[(162, 696), (938, 198)];[]
IMG_01083.png;[(183, 567), (383, 52), (856, 141)];[(203, 566), (559, 657), (729, 697), (138, 502)];[(192, 553), (700, 583)];[(193, 563)];[(193, 562)]
IMG_01084.png;[(190, 290), (83, 176), (273, 88)];[(760, 440), (99, 172)];[(101, 283), (767, 425), (100, 167), (278, 92)];[(95, 172), (276, 90), (764, 433)];[(94, 172)]
IMG_01085.png;[(780, 634), (637, 632), (629, 170), (357, 580), (986, 402), (168, 753)];[(774, 628)];[(632, 174)];[(777, 631), (631, 172)];[]
IMG_01086.png;[(472, 229), (571, 238), (442, 80), (320, 81), (206, 210), (161, 233), (532, 109), (860, 124), (906, 58), (589, 407)];[(564, 246), (473, 223), (516, 150), (344, 67), (224, 221), (830, 137), (894, 60), (639, 17)];[(617, 202), (536, 109), (838, 136), (194, 207), (304, 92), (431, 330), (479, 207), (491, 315)];[(475, 220), (568, 242), (322, 81), (208, 212), (534, 109), (842, 134), (900, 59)];[(475, 220)]
IMG_01087.png;[(66, 364), (108, 99), (813, 360), (923, 715), (556, 197)];[(1005, 315), (906, 731), (120, 421), (845, 365), (150, 206)];[(813, 341), (119, 419), (921, 732)];[(813, 351), (917, 727), (120, 420)];[(917, 726)]
IMG_01089.png;[(341, 110), (429, 347), (1006, 512), (757, 298), (475, 400), (52, 135)];[(774, 301), (580, 498), (481, 406), (39, 118), (360, 105), (474, 716)];[(581, 502)];[(351, 108), (766, 300), (478, 403), (46, 127), (581, 500)];[]
IMG_01090.png;[(357, 359), (847, 294), (571, 191), (698, 649)];[(859, 305), (616, 403), (364, 355)];[(865, 300), (552, 200), (350, 366), (496, 456)];[(358, 361), (858, 300), (562, 196)];[(357, 360), (857, 300)]
IMG_01091.png;[(742, 251), (670, 365)];[(745, 248), (814, 228)];[(743, 243)];[(744, 248)];[(744, 248)]
IMG_01092.png;[(136, 240), (278, 717)];[(493, 125), (811, 526)];[(891, 351)];[];[]
IMG_01093.png;[(627, 187)];[(613, 245)];[(632, 181), (622, 294)];[(630, 184)];[]
IMG_01094.png;[(484, 222), (826, 155), (565, 251), (205, 236), (423, 71), (532, 137), (825, 43), (290, 90)];[(830, 135), (563, 247), (461, 228)];[(588, 245), (828, 140), (234, 220), (161, 248)];[(473, 225), (829, 144), (573, 248)];[(828, 144), (572, 248)]
IMG_01095.png;[(118, 405), (80, 505), (835, 305), (883, 713)];[(1004, 317), (901, 727), (115, 422), (109, 117), (846, 362)];[(799, 358), (76, 518)];[(117, 414), (78, 512), (892, 720)];[]
IMG_01096.png;[(84, 494), (35, 278), (407, 192), (533, 234), (574, 273), (679, 476), (925, 713), (507, 659), (65, 566)];[(681, 466), (496, 651), (954, 717), (24, 467), (421, 195)];[(682, 505), (488, 653), (60, 467), (432, 190), (959, 712), (621, 250)];[(421, 193), (681, 481), (949, 716), (498, 655)];[(420, 193), (497, 655)]
IMG_01029.png;[(306, 161), (930, 77), (114, 459), (55, 357)];[(923, 88), (493, 562), (103, 675), (135, 472), (316, 167), (56, 341)];[(481, 357), (314, 171), (136, 460)];[(313, 167), (927, 83), (129, 464), (56, 349)];[(312, 167), (129, 464)]
IMG_01030.png;[(938, 134), (835, 333)];[(833, 352), (949, 141), (228, 482)];[(833, 343), (971, 122)];[(952, 136), (834, 343)];[(834, 343)]
IMG_01031.png;[(475, 618), (684, 93)];[(485, 625), (568, 751)];[(842, 263), (472, 632), (598, 650)];[(478, 626)];[(478, 625)]
IMG_01032.png;[(432, 487), (632, 595), (289, 602)];[];[(655, 631), (278, 611)];[(284, 607)];[]
IMG_01033.png;[(425, 311), (556, 504), (539, 726)];[(536, 733)];[(401, 310), (634, 611), (538, 503), (771, 513), (349, 242)];[(413, 311), (547, 504), (538, 730)];[]
IMG_01034.png;[(212, 551), (641, 591), (981, 263)];[];[(710, 512), (654, 593)];[(648, 592)];[]
IMG_01035.png;[(757, 289), (766, 142)];[(735, 137)];[(732, 125), (841, 471), (491, 411)];[(734, 131)];[]
IMG_01036.png;[];[];[(713, 20)];[];[]
IMG_01037.png;[(159, 398), (366, 150)];[(374, 165), (191, 453), (711, 260), (483, 410)];[(383, 155), (511, 574), (501, 405)];[(375, 157), (492, 408)];[(375, 157)]
IMG_01038.png;[(409, 412), (868, 332), (1010, 144), (482, 722), (699, 347)];[(895, 336), (988, 162), (896, 8), (434, 420)];[(451, 415), (894, 321), (625, 674)];[(433, 418), (886, 331), (999, 153)];[(886, 330)]
IMG_01039.png;[(529, 602)];[(833, 725), (273, 448), (751, 87)];[(580, 411), (537, 597), (259, 445), (352, 648)];[(533, 600), (266, 447)];[]
IMG_01040.png;[(706, 632), (240, 551)];[(728, 606), (541, 467), (261, 65), (259, 195)];[(726, 620), (315, 123), (257, 199), (267, 65)];[(723, 620), (264, 65), (258, 197)];[]
IMG_01041.png;[(220, 311), (383, 309), (550, 327), (517, 725)];[(406, 305), (540, 323), (536, 725), (629, 617), (626, 41)];[(404, 295), (551, 335), (774, 510), (485, 663), (881, 239)];[(398, 304), (548, 329), (527, 725)];[(398, 303), (547, 329)]
IMG_01042.png;[];[(453, 157), (664, 558)];[(707, 505)];[];[]
IMG_01043.png;[(747, 310)];[(616, 642), (768, 281), (746, 143)];[(770, 289), (819, 467), (733, 146), (187, 208)];[(769, 285), (740, 145)];[]
IMG_01044.png;[(707, 22)];[(719, 23), (1006, 141)];[];[(713, 23)];[]
IMG_01045.png;[(793, 658), (767, 607), (116, 238)];[(825, 651), (760, 607)];[(816, 642)];[(814, 648), (764, 607)];[]
IMG_01047.png;[(614, 308), (632, 160)];[(636, 310)];[(630, 316), (608, 443), (849, 375), (638, 144), (527, 714)];[(627, 312), (635, 152)];[(627, 312)]
IMG_01048.png;[(350, 75), (664, 72), (454, 297), (352, 582), (244, 573)];[(468, 286), (354, 590), (73, 620), (364, 82)];[(361, 589), (274, 630), (86, 460), (367, 84)];[(361, 81), (461, 292), (356, 588)];[(361, 81), (356, 587)]
IMG_01049.png;[(468, 532), (655, 478), (920, 614), (887, 724), (381, 205)];[(630, 522), (876, 715), (1003, 391), (384, 201), (450, 88)];[(650, 458), (456, 542), (391, 190)];[(462, 537), (653, 468), (882, 720), (386, 200)];[(386, 199)]
IMG_01050.png;[(127, 310), (513, 300), (189, 732), (295, 663), (925, 98), (979, 187), (438, 116)];[(201, 736), (335, 688), (500, 317)];[(499, 301), (292, 541), (290, 669)];[(505, 307), (195, 734), (293, 666)];[(504, 306)]
IMG_01051.png;[(546, 581)];[(598, 553), (160, 371)];[(585, 570), (134, 269)];[(592, 562)];[]
IMG_01052.png;[(915, 349), (213, 428), (469, 241)];[(899, 345), (883, 473), (214, 441)];[(229, 440), (898, 347), (912, 301)];[(905, 348), (219, 437)];[(904, 347), (219, 437)]
IMG_01054.png;[(55, 423), (130, 421), (195, 364), (172, 54)];[];[(138, 424), (61, 423)];[(58, 423), (134, 423)];[]
IMG_01055.png;[(549, 343), (406, 260), (166, 83)];[(630, 315), (159, 101)];[(621, 340), (175, 105), (638, 159), (304, 538)];[(167, 97), (626, 328)];[(167, 97)]
IMG_01056.png;[(371, 87), (280, 603), (660, 75), (836, 353), (69, 614)];[(280, 611)];[(369, 81), (350, 600), (92, 462)];[(370, 84), (280, 607)];[]
IMG_01057.png;[(378, 204), (431, 3), (665, 338), (472, 543), (661, 472), (784, 494), (857, 735), (852, 134)];[(378, 197), (455, 550), (621, 525), (630, 356)];[(662, 386), (439, 532), (636, 521), (404, 194), (760, 158)];[(388, 199), (456, 545), (629, 523)];[(387, 199)]
IMG_01058.png;[(145, 303), (529, 275), (194, 735)];[(494, 316), (938, 292), (426, 117)];[(499, 313)];[(497, 315)];[]
IMG_01059.png;[(536, 577), (873, 559), (967, 544)];[(603, 566), (913, 285), (264, 212)];[(565, 595), (863, 561)];[(868, 560)];[]
IMG_01060.png;[(220, 424), (912, 344)];[(901, 353), (880, 473), (221, 438)];[(229, 436), (903, 348)];[(224, 433), (906, 349)];[(224, 433), (906, 349)]
IMG_01097.png;[(86, 564), (512, 617), (734, 742), (933, 740), (971, 597), (945, 363), (961, 217), (988, 132), (903, 38), (718, 37), (690, 191), (661, 315), (704, 322), (828, 284), (792, 490), (731, 474), (611, 275), (448, 186), (437, 519), (213, 672), (420, 714)];[(636, 366), (961, 226), (965, 353), (995, 131), (923, 57), (743, 35), (706, 158), (719, 458), (790, 495), (981, 728), (723, 732), (990, 586), (521, 622), (89, 580), (460, 176), (25, 65), (420, 50), (834, 307), (668, 273), (430, 707)];[(719, 328), (945, 212), (508, 645), (76, 584), (740, 148), (771, 488), (670, 270), (450, 524)];[(85, 577), (514, 629), (729, 737), (981, 592), (955, 358), (956, 219), (992, 132), (913, 48), (731, 36), (712, 325), (831, 296), (785, 492), (725, 466), (454, 181), (444, 522), (425, 711), (669, 272)];[(84, 576), (514, 628), (956, 219), (785, 491)]
IMG_01098.png;[(73, 333), (146, 123), (245, 221), (348, 165), (356, 270), (155, 574), (317, 405), (318, 625), (545, 598), (734, 471), (976, 640), (975, 451), (817, 305), (914, 173), (855, 66), (626, 151)];[(828, 273), (736, 477), (325, 637), (126, 576), (46, 358), (68, 750), (235, 223), (119, 191), (984, 646), (990, 435), (914, 163), (628, 260)];[(341, 644), (153, 589), (49, 379), (242, 210), (137, 122), (182, 272), (739, 475), (632, 528), (552, 596), (449, 646)];[(142, 123), (241, 219), (145, 580), (329, 636), (549, 597), (737, 475), (980, 643), (983, 443), (914, 168), (48, 369)];[(241, 218), (145, 580), (328, 636), (737, 475)]
IMG_01099.png;[(115, 413), (249, 137), (350, 24), (500, 122), (542, 34), (760, 452), (1003, 541), (616, 432), (53, 688), (130, 746), (235, 595)];[(238, 148), (355, 30), (669, 30), (984, 63), (758, 450), (360, 527), (423, 336), (133, 380), (118, 725)];[(762, 436), (622, 417), (142, 369), (429, 335), (423, 283), (241, 150), (502, 95), (694, 579), (979, 175)];[(243, 146), (353, 27), (501, 109), (761, 447), (619, 425), (124, 736), (426, 336), (138, 375)];[(243, 145), (760, 446)]
IMG_01100.png;[(157, 656), (399, 486), (494, 384), (726, 413), (669, 706), (894, 662), (866, 538), (964, 163), (841, 230), (589, 118), (412, 163), (226, 143), (185, 12)];[(501, 366), (713, 446), (826, 200), (409, 486), (659, 740), (199, 143), (463, 140)];[(422, 496), (725, 431), (516, 350), (411, 134), (821, 201), (41, 478), (47, 143), (230, 137), (880, 510), (894, 666), (791, 670), (990, 134), (171, 690)];[(411, 490), (503, 367), (723, 431), (894, 664), (412, 149), (222, 142), (824, 201)];[(410, 490)]
IMG_01101.png;[(303, 421), (632, 160), (698, 3), (647, 637), (640, 462), (953, 526), (934, 392), (883, 345)];[(641, 471), (715, 367), (628, 172), (681, 28), (193, 633), (786, 751), (934, 382)];[(433, 409), (633, 479), (529, 448), (643, 600), (309, 424), (355, 312), (190, 636), (231, 510), (991, 547), (640, 162), (875, 332)];[(306, 423), (634, 166), (639, 471), (934, 387), (879, 339), (192, 635)];[(634, 165), (638, 471)]
IMG_01102.png;[(423, 116), (209, 26), (613, 15), (816, 26), (697, 275), (311, 409), (215, 310), (172, 570), (443, 719), (543, 539), (669, 480), (737, 656)];[(701, 268), (414, 127), (624, 27), (535, 540), (740, 660), (306, 395), (213, 303), (418, 737), (35, 245)];[(762, 289), (431, 112), (311, 389), (532, 536), (752, 658), (423, 709), (246, 307)];[(423, 119), (619, 21), (699, 272), (310, 399), (214, 307), (427, 718), (537, 539), (744, 659)];[(423, 119), (310, 398), (537, 539), (743, 658)]
IMG_01103.png;[(435, 111), (955, 40), (799, 58), (740, 41), (854, 401), (904, 600), (1008, 608), (871, 726), (988, 747), (842, 637), (750, 399), (180, 177), (142, 424)];[(746, 431), (826, 637), (883, 697), (989, 631), (895, 593), (846, 418), (958, 28), (801, 55), (468, 118), (291, 205), (151, 428), (458, 278)];[(727, 376), (840, 280), (837, 424), (912, 604), (832, 641), (886, 714), (468, 288), (371, 238), (293, 202), (792, 61), (454, 121), (484, 509), (137, 138)];[(454, 119), (957, 34), (798, 59), (846, 415), (904, 600), (999, 620), (882, 714), (834, 639), (147, 426), (292, 204), (463, 283)];[(798, 58), (846, 415), (904, 599), (834, 639)]
IMG_01104.png;[(84, 748), (64, 557), (641, 405), (589, 509), (834, 718), (933, 653), (960, 291), (949, 194), (772, 360), (818, 271), (718, 269), (803, 135), (508, 289), (216, 388), (36, 55)];[(858, 420), (935, 642), (839, 696), (973, 286), (800, 291), (718, 261), (509, 282), (624, 415), (599, 517), (335, 460), (58, 41), (806, 113), (963, 177), (91, 730)];[(576, 418), (741, 396), (867, 419), (942, 633), (841, 710), (610, 519), (351, 465), (509, 601), (492, 265), (703, 262), (834, 306), (973, 277), (798, 114), (973, 180), (63, 33), (221, 410)];[(88, 739), (633, 410), (600, 516), (839, 709), (937, 643), (969, 286), (963, 184), (809, 281), (713, 265), (803, 121), (504, 279), (219, 399), (55, 43), (863, 420), (343, 463)];[(600, 515), (838, 708), (937, 643), (969, 285), (962, 184), (713, 264), (803, 121), (503, 279)]
IMG_01105.png;[(93, 571), (443, 538), (493, 601), (768, 716), (716, 670), (997, 721), (1010, 559), (970, 339), (963, 235), (1005, 88), (926, 54), (749, 51), (721, 153), (631, 244), (647, 358), (726, 426), (792, 474), (473, 172), (505, 322), (389, 729)];[(519, 613), (978, 335), (949, 212), (989, 111), (743, 26), (979, 717), (720, 451), (633, 363), (459, 162), (91, 567)];[(981, 212), (810, 494), (542, 623), (647, 362), (716, 154), (448, 160), (438, 500)];[(92, 569), (519, 613), (988, 719), (974, 337), (965, 226), (997, 100), (746, 39), (719, 154), (643, 362), (723, 439), (801, 484), (461, 166)];[(643, 361), (460, 165)]
IMG_01106.png;[(47, 380), (157, 129), (209, 196), (828, 294), (964, 412), (977, 625), (745, 482), (366, 618), (182, 571), (906, 147), (376, 262)];[(769, 327), (311, 613), (129, 570), (53, 363), (229, 206), (149, 115), (994, 421), (620, 140)];[(784, 368), (341, 634), (211, 592), (734, 467), (143, 107), (221, 198), (60, 364)];[(54, 370), (150, 118), (220, 201), (740, 475), (354, 626)];[(54, 369), (150, 117), (220, 200)]
IMG_01107.png;[(134, 357), (450, 325), (356, 27), (966, 119), (599, 431), (854, 335), (1007, 544), (397, 616), (130, 735), (40, 699), (360, 511)];[(128, 373), (1001, 561), (990, 51), (368, 23)];[(492, 90), (130, 378), (362, 509)];[(131, 370), (362, 25), (1004, 553), (361, 510)];[(131, 370)]
IMG_01108.png;[(139, 671), (440, 532), (485, 338), (698, 407), (828, 197), (350, 152), (180, 45), (208, 135), (62, 133), (879, 557), (1005, 122), (879, 662), (652, 702)];[(715, 413), (509, 356), (415, 483), (159, 657), (664, 718), (844, 193), (359, 155), (196, 128)];[(708, 413), (440, 526), (521, 334), (371, 147), (851, 191), (206, 117), (188, 683), (909, 650), (871, 550), (996, 111)];[(149, 664), (440, 529), (507, 348), (708, 412), (842, 194), (361, 152), (204, 127), (875, 554), (1001, 117), (658, 710)];[(707, 411), (841, 194), (360, 152), (204, 127)]
IMG_01109.png;[(313, 423), (354, 306), (425, 407), (643, 449), (626, 172), (670, 18), (969, 545), (924, 382), (43, 465)];[(436, 416), (625, 158), (744, 491), (641, 463), (715, 361), (970, 538), (936, 373), (356, 303), (683, 25)];[(630, 465), (781, 504), (530, 439), (423, 410), (301, 416), (361, 306)];[(307, 420), (358, 306), (428, 411), (639, 460), (626, 165), (677, 22), (970, 542), (930, 378)];[(357, 305), (428, 411), (638, 459)]
IMG_01110.png;[(420, 725), (294, 392), (732, 672), (702, 271), (391, 115), (676, 487), (948, 725)];[(411, 116), (743, 656), (410, 742), (301, 385), (688, 260), (216, 302), (934, 718)];[(700, 255), (306, 390), (539, 530), (757, 663), (206, 306), (427, 722)];[(420, 731), (301, 390), (745, 664), (697, 263), (401, 116), (941, 722), (211, 304)];[(419, 730), (301, 389), (744, 664), (697, 262)]
IMG_01111.png;[(174, 150), (465, 106), (708, 375), (874, 398), (946, 56), (789, 80), (1006, 588), (873, 701), (786, 592), (745, 740), (160, 521), (484, 362), (392, 356), (287, 319)];[(715, 372), (779, 553), (885, 702), (850, 408), (959, 26), (459, 116)];[(716, 364), (824, 643), (877, 709), (849, 399), (480, 354), (477, 133), (161, 136), (475, 503), (151, 512)];[(168, 143), (468, 119), (714, 371), (859, 403), (879, 705), (156, 517), (482, 358)];[(467, 119), (713, 371), (858, 402), (879, 704)]
IMG_01112.png;[(776, 317), (999, 293), (950, 186), (783, 121), (942, 644), (789, 402), (608, 413), (600, 512), (847, 726), (126, 734), (213, 380), (482, 264), (70, 20)];[(798, 286), (626, 418), (219, 392), (841, 710), (970, 281), (960, 176)];[(607, 411), (809, 268), (839, 727), (940, 644), (983, 270), (211, 389), (747, 178)];[(984, 278), (955, 181), (941, 644), (614, 415), (843, 722), (215, 388), (804, 277)];[(614, 414), (843, 721), (215, 387)]
IMG_01145.png;[(375, 721), (343, 539), (645, 317), (487, 234), (470, 28), (430, 92), (392, 452), (592, 566), (619, 531), (843, 504), (761, 389), (873, 327), (1008, 563)];[(626, 346), (741, 356), (868, 321), (804, 505), (1004, 553), (610, 180), (331, 381), (491, 235), (350, 691), (571, 575), (626, 516), (813, 122), (34, 321)];[(626, 357), (612, 190), (754, 396), (888, 270), (815, 494), (354, 348), (504, 229), (366, 181), (360, 720)];[(368, 721), (495, 234), (582, 571), (623, 524), (820, 499), (758, 393), (871, 324), (1006, 558), (626, 352), (611, 185)];[(494, 233)]
IMG_01146.png;[(56, 551), (32, 194), (143, 241), (175, 539), (494, 329), (535, 675), (591, 220), (585, 175), (833, 106), (901, 133), (787, 340), (771, 599), (912, 493)];[(483, 337), (781, 622), (810, 361), (754, 467), (864, 575), (825, 117), (578, 172), (134, 232), (185, 523)];[(501, 320), (796, 650), (811, 346), (839, 512), (548, 680), (136, 229), (840, 118), (923, 139), (176, 517)];[(138, 235), (180, 527), (493, 329), (542, 678), (582, 174), (834, 114), (912, 136), (806, 348), (776, 611)];[(138, 234), (179, 527), (493, 329), (833, 114)]
IMG_01147.png;[(122, 391), (89, 664), (364, 676), (377, 614), (687, 545), (812, 562), (938, 692), (743, 685), (774, 288), (845, 286), (806, 181), (875, 34), (677, 78), (595, 58), (646, 349), (564, 296), (349, 187), (53, 253), (1008, 194)];[(671, 511), (381, 590), (96, 683), (309, 566), (693, 78), (606, 76), (781, 168), (925, 703), (800, 551), (248, 405), (134, 383)];[(676, 541), (721, 92), (613, 69), (806, 164), (881, 48), (271, 531), (327, 564), (388, 601), (375, 680), (130, 696), (629, 355)];[(128, 387), (93, 674), (370, 678), (383, 602), (682, 543), (806, 557), (932, 698), (798, 172), (878, 41), (685, 78), (605, 68), (638, 352), (318, 565)];[(382, 602), (798, 171), (605, 68)]
IMG_01148.png;[(203, 180), (445, 344), (637, 475), (605, 610), (792, 628), (811, 262), (901, 367), (972, 687), (391, 594), (502, 683), (332, 105)];[(634, 596), (503, 675), (838, 281), (825, 406), (971, 677), (915, 365)];[(537, 682), (630, 601), (806, 629), (816, 408), (916, 369), (837, 287), (491, 272)];[(626, 603), (799, 629), (911, 368), (972, 682), (503, 679), (838, 284), (821, 407)];[(911, 367)]
IMG_01149.png;[(281, 39), (370, 124), (350, 368), (449, 448), (166, 633), (729, 416), (870, 366), (927, 322), (926, 509), (804, 521), (652, 55), (762, 84), (893, 164), (738, 589), (720, 359), (120, 174), (62, 135)];[(948, 571), (848, 367), (756, 430), (654, 43), (369, 137), (276, 71)];[(756, 407), (849, 315), (940, 533), (428, 400), (334, 149), (278, 62)];[(279, 60), (370, 131), (750, 415), (859, 367), (933, 521), (653, 49)];[]
IMG_01150.png;[(322, 157), (388, 265), (557, 49), (668, 142), (789, 108), (858, 663), (373, 600), (91, 721), (87, 571), (799, 525), (595, 707), (948, 19)];[(396, 275), (319, 162), (556, 31), (779, 217)];[(416, 260), (344, 172), (458, 515), (869, 686), (692, 157)];[(329, 164), (401, 267), (557, 40), (680, 150), (864, 675)];[(329, 164), (400, 267)]
IMG_01151.png;[(270, 511), (270, 386), (274, 199), (421, 294), (735, 121), (674, 304), (654, 560), (391, 618), (425, 527), (245, 712), (372, 735), (988, 709), (121, 182)];[(423, 305), (378, 625), (246, 703), (356, 732), (756, 123)];[(406, 616), (253, 490), (206, 701), (648, 574), (420, 288), (629, 301), (756, 124)];[(262, 501), (422, 296), (750, 123), (651, 567), (392, 620), (246, 708), (364, 734)];[(422, 296), (749, 123), (392, 620)]
IMG_01152.png;[(43, 472), (231, 430), (331, 522), (337, 383), (283, 271), (329, 187), (339, 708), (821, 661), (908, 431), (628, 92), (475, 82)];[(329, 372), (213, 395), (828, 712), (611, 98), (274, 245)];[(333, 524), (191, 457), (289, 232), (829, 710), (38, 453)];[(41, 463), (332, 523), (333, 378), (280, 249), (620, 95), (829, 711)];[]
IMG_01153.png;[(24, 323), (341, 527), (376, 734), (610, 324), (607, 161), (767, 343), (801, 519), (881, 284), (1009, 525), (630, 502), (471, 236)];[(629, 347), (740, 371), (871, 318), (804, 500), (1001, 546), (609, 181), (29, 317)];[(621, 341), (753, 383), (891, 300), (592, 160), (327, 527), (807, 487)];[(27, 320), (334, 527), (621, 338), (603, 168), (804, 502), (885, 301), (1005, 536), (747, 377)];[(620, 338), (603, 168)]
IMG_01154.png;[(30, 216), (93, 271), (66, 552), (167, 527), (487, 336), (587, 234), (570, 159), (830, 355), (837, 97), (885, 122), (776, 607), (553, 695)];[(793, 343), (756, 462), (793, 643), (26, 183), (131, 231), (828, 118)];[(785, 338), (784, 662), (487, 338), (150, 215), (175, 525)];[(171, 526), (487, 337), (833, 108), (789, 341), (789, 653), (141, 223)];[]
IMG_01155.png;[(83, 256), (29, 489), (388, 558), (686, 517), (837, 535), (733, 717), (896, 695), (907, 368), (1000, 204), (881, 245), (860, 76), (667, 111), (619, 85), (640, 359), (358, 687), (149, 712)];[(669, 535), (378, 588), (84, 683), (824, 560), (1010, 207), (686, 87), (609, 81), (76, 265)];[(654, 537), (788, 155), (688, 89), (586, 64), (81, 270), (752, 716)];[(81, 265), (670, 532), (831, 548), (743, 717), (1005, 206), (607, 79), (687, 88)];[(80, 264)]
